movieId,title,genres,year,description
3470,Dersu Uzala,Adventure|Drama,1974,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
3471,Close Encounters of the Third Kind,Drama|Sci-Fi,1977,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen."
3472,Horror Hotel (a.k.a. The City of the Dead),Horror,1960,No description available
3473,Jonah Who Will Be 25 in the Year 2000,Comedy,1976,"The European equivalent of ""The Return of the Secaucus 7,"" this Swiss film looks at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" sixties. Max, a dissatisfied copy editor; Myriam, a redhead into tantric sex; and Marie, a supermarket checker who gives unauthorized discounts to the elderly, search for renewed meaning on a communal farm. The title character, a six-year-old child, is the carrier of their hopes for the future."
3474,Retroactive,Sci-Fi|Thriller,1997,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.
3475,A Place in the Sun,Drama|Romance,1951,An ambitious young man wins an heiress's heart but has to cope with his former girlfriend's pregnancy.
3476,Jacob's Ladder,Horror|Mystery|Thriller,1990,A traumatized Vietnam war veteran finds out that his post-war life isn't what he believes it to be when he's attacked by horned creatures in the subway and his dead son comes to visit him...
3477,Empire Records,Comedy|Drama,1995,The employees of an independent music store learn about each other as they try anything to stop the store being absorbed by a large chain.
3478,"Bamba, La",Drama,1987,No description available
3479,Ladyhawke,Adventure|Fantasy|Romance,1985,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell."
3480,Lucas,Drama,1986,"A socially inept fourteen year old experiences heartbreak for the first time when his two best friends -- Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love -- fall for each other."
3481,High Fidelity,Comedy,2000,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back."
3482,Price of Glory,Drama,2000,"An ex-boxer, living with the knowledge that his fight career was cut short by a crooked manager, channels his bitter disappointment in a single-minded quest for boxing championships for his three sons. We see them in pee-wee Silver Glove matches with dad constantly pushing them. Ten years later, they're young men, with dad as both father and manager. A professional promoter, Nick Everson, wants to sign the boys, but dad rejects those offers. Then, in expressions of their varied relationships with their father, each son makes his own decisions. Can dad ever step aside, and can the family hold together?"
3483,The Road to El Dorado,Animation|Children's,2000,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?"
3484,The Skulls,Thriller,2000,"Luke's exultance at being selected for The Skulls (a secret society bred within the walls of a prominent Ivy League Campus) is soon overshadowed when he realises that all is 'not well in Wonderland'. For The Skulls is a breeding ground for the future powerful and elite. It's not only a far cry from his working class background, but it also hallows its own deep and dark secrets."
3485,Autopsy (Macchie Solari),Horror,1975,No description available
3486,Devil Girl From Mars,Sci-Fi,1954,"An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock."
3487,"Dorado, El",Western,1967,No description available
3488,The Hideous Sun Demon,Horror|Sci-Fi,1959,"After exposure to radiation, an atomic research scientist finds himself changing into a murderous, lizard-like creature every time he is exposed to sunlight."
3489,Hook,Adventure|Fantasy,1991,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg."
3490,Horror Express,Horror,1972,Mysterious and unearthly deaths start to occur while Professor Saxton is transporting the frozen remains of a primitive humanoid creature he found in Manchuria back to Europe.
3491,My Chauffeur,Comedy,1986,"A feisty young woman accepts a mysterious offer to become a chauffeur for a Beverly Hills limousine business, much to the chagrin of her older male coworkers and the disbelief of her customers."
3492,The Son of the Sheik,Adventure,1926,"Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom."
3493,Torso (Corpi Presentano Tracce di Violenza Carnale),Horror,1973,No description available
3494,True Grit,Adventure|Western,1969,"The murder of her father sends a teenage tomboy, Mattie Ross (Kim Darby), on a mission of ""justice"", which involves avenging her father's death. She recruits a tough old marshal, ""Rooster"" Cogburn (John Wayne), because he has ""grit"", and a reputation of getting the job done. The two are joined by a Texas Ranger, La Boeuf (Glen Campbell), who is looking for the same man (Jeff Corey) for a separate murder in Texas. Their odyssey takes them from Fort Smith, Arkansas, deep into the Indian Territory (present day Oklahoma) to find their man."
3495,Roadside Prophets,Comedy|Drama,1992,"Sid and Nancy screenplay author Abbe Wool makes her directorial debut with this tale of a factory worker name Joe (X front man John Doe) who hits the road on his Harley to scatter the ashes of a co-worker. Joined by wannabe biker Sam (Adam Horovitz of the Beastie Boys), Joe journeys from Los Angeles to Nevada, meeting all sorts of characters (played by the likes of David Carradine, John Cusack, Timothy Leary and Arlo Guthrie) along the way."
3496,Madame Sousatzka,Drama,1988,"The relationship between a demanding piano teacher and her student, an Indian prodigy."
3497,Max Dugan Returns,Comedy,1983,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.
3498,Midnight Express,Drama,1978,"Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express""."
3499,Misery,Horror,1990,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy."
3500,Mr. Saturday Night,Comedy|Drama,1992,"Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself."
3501,Murphy's Romance,Comedy|Romance,1985,"Emma is a divorced woman with a teen aged boy who moves into a small town and tries to make a go of a horse ranch. Murphy is the town druggist who steers business her way. Things are going along predictably until her ex husband shows up, needing a place to stay. The three of them form an intricate circle, Emma's son liking Murphy, but desperately wanting his father back."
3502,My Life,Drama,1993,"It seems that Bob Jones has everything a man could want, namely a fulfilling job and a beautiful, pregnant wife, Gail. But Bob's life is turned upside-down when he is diagnosed with cancer and given four months to live -- not even enough time to see his first child's birth. To cleanse himself of demons in his remaining days, Bob makes a video diary, hoping to pass along some wisdom to his future child. Along the way, he discovers a lot about himself."
3503,Solaris (Solyaris),Drama|Sci-Fi,1972,No description available
3504,Network,Comedy|Drama,1976,A TV network cynically exploits a deranged ex-TV anchor's ravings and revelations about the media for their own profit.
3505,No Way Out,Thriller,1987,"Navy Lt. Tom Farrell meets a young woman, Susan Atwell , and they share a passionate fling. Farrell then finds out that his superior, Defense Secretary David Brice, is also romantically involved with Atwell. When the young woman turns up dead, Farrell is put in charge of the murder investigation. He begins to uncover shocking clues about the case, but when details of his encounter with Susan surface, he becomes a suspect as well."
3506,North Dallas Forty,Comedy|Drama,1979,A semi-fictional account of life as a professional Football (American-style) player. Loosely based on the Dallas Cowboys team of the early 1970s.
3507,The Odd Couple,Comedy,1968,"Felix Ungar has just broken up with his wife. Despondent, he goes to kill himself but is saved by his friend Oscar Madison. With nowhere else to go, Felix is urged by Oscar to move in with him, at least for a while. The only problem is that Felix is neat, tidy, and neurotic, whereas Oscar is slovenly and casual."
3508,The Outlaw Josey Wales,Western,1976,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected."
3509,Black and White,Drama,1999,"Rich Bower is an up-and-coming star in the hip-hop world. Everyone wants to be around him, including Raven and her fellow upper-class white high school friends. The growing appeal of black culture among white teens fascinates documentary filmmaker Sam Donager, who sets out to chronicle it with her husband, Terry. But before Bower was a rapper, he was a gangster, and his criminal past comes back to haunt him and all those around him."
3510,Frequency,Drama|Thriller,2000,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time."
3511,Ready to Rumble,Comedy,2000,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.
3512,Return to Me,Drama|Romance,2000,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good."
3513,Rules of Engagement,Drama|Thriller,2000,"Part war movie, part courtroom thriller, this gripping drama finds a war hero put on trial for a rescue mission gone terribly wrong with only his doubtful friend and fellow marine to represent him."
3514,Joe Gould's Secret,Drama,2000,"Around 1940, New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character who cadges meals, drinks, and contributions to the Joe Gould Fund and who is writing a voluminous Oral History of the World, a record of 20,000 conversations he's overheard. Mitchell is fascinated with this Harvard grad and writes a 1942 piece about him, ""Professor Seagull,"" bringing Gould some celebrity and an invitation to join the Greenwich Village Ravens, a poetry club he's often crashed. Gould's touchy, querulous personality and his frequent dropping in on Mitchell for hours of chat lead to a breakup, but the two Joes stay in touch until Gould's death and Mitchell's unveiling of the secret."
3515,Me Myself I,Comedy,2000,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?"
3516,"Bell, Book and Candle",Comedy|Romance,1958,"A modern-day witch likes her neighbor but despises his fiancee, so she enchants him to love her instead... only to fall in love with him for real."
3517,The Bells,Crime|Drama,1926,"Mathias, an Alsatian innkeeper, murders a rich Pole staying at his inn But Mathias' conscience will not let him rest, and the murdered man's spirit drives the innkeeper nearly mad. The victim's brother calls for an inquest and brings with him a sideshow mesmerist supposedly able to read minds. Mathias, as burgomaster, is called upon to conduct the inquest, but under the intuitive eye of the mesmerist cannot resist torment of his own conscience."
3518,The End of Violence,Drama|Thriller,1997,"Mike Max is a Hollywood producer who became powerful and rich thanks to brutal and bloody action films. His ignored wife Paige is close to leaving him. Suddenly Mike is kidnapped by two bandits, but escapes and hides out with his Mexican gardener's family for a while. At the same time, surveillance expert Ray Bering is looking for what happens in the city, but it is not clear what he wants. The police investigation for Max's disappearance is led by detective Doc Block, who falls in love with actress Cat who is playing in ongoing Max's production."
3519,Force 10 from Navarone,Action|War,1978,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about."
3520,How to Stuff a Wild Bikini,Comedy,1965,"When he's stationed in Tahiti, a sailor hires a witch doctor to keep an eye on his girlfriend."
3521,Mystery Train,Comedy|Crime|Drama,1989,Three stories are connected by a Memphis hotel and the spirit of Elvis Presley.
3522,Sacco and Vanzetti (Sacco e Vanzetti),Drama,1971,No description available
3523,Taffin,Action|Thriller,1988,"When a small Irish town is terrorized by a corrupt business syndicate, a lone hero (Brosnan) wages an all out war."
3524,Arthur,Comedy|Romance,1981,"Arthur is the most quotable drunk millionaire that is likely to ever steal your heart. Dudley Moore portrays Arthur, a thirty year old child who will inherit 750 million dollars if he complies with his family's demands and marries the woman of their choosing."
3525,Bachelor Party,Comedy,1984,"This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband."
3526,Parenthood,Comedy|Drama,1989,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers."
3527,Predator,Action|Sci-Fi|Thriller,1987,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time."
3528,The Prince of Tides,Drama|Romance,1991,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.
3529,The Postman Always Rings Twice,Crime|Thriller,1981,This remake of the 1946 movie of the same name accounts an affair between a seedy drifter and a seductive wife of a roadside cafe owner. This begins a chain of events that culminates in murder. Based on a novel by James M. Cain.
3530,Smoking/No Smoking,Comedy,1993,An examination of the possible consequences of a certain event.
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990,"Anna, a French actress, is approached by financial broker Gordon in the Vermeer room of a New York gallery. However, romance does not ensue..."
3532,Freedom for Us (À nous la liberté ),Comedy,1931,No description available
3533,An Actor's Revenge (Yukinojo Henge),Drama,1963,No description available
3534,28 Days,Comedy,2000,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction."
3535,American Psycho,Comedy|Horror|Thriller,2000,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies."
3536,Keeping the Faith,Comedy|Romance,2000,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues."
3537,Where the Money Is,Comedy|Drama,2000,"Old bank robber Henry, paralyzed from a stroke, is moved from a prison hospital to a retirement home, where Carol is a nurse. She doesn't believe he's paralyzed and sees him as a way out of her boring life."
3538,East is East,Comedy,1999,"In early 1970s England, a Pakistani father finds the authority he has previously maintained challenged by his increasingly Anglicized children."
3539,The Filth and the Fury,Documentary,2000,"Julien Temple's second documentary profiling punk rock pioneers the Sex Pistols is an enlightening, entertaining trip back to a time when the punk movement was just discovering itself. Featuring archival footage, never-before-seen performances, rehearsals, and recording sessions as well as interviews with group members who lived to tell the tale--including the one and only John Lydon (aka Johnny Rotten)."
3540,Passion of Mind,Romance|Thriller,1999,A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.
3541,Third World Cop,Action,1999,"Loose cannon cop Capone returns to his home town of Kingston to join a group of officers fighting organised crime in the area. On his first day he uncovers gun smuggling operation that may be connected with lead criminal Oney. However his old crew, led by Ratty, also are involved leading Capone to a choice between his job and his old crew."
3542,Coming Apart,Drama,1969,A psychiatrist secretly films his female patients as an experiment; he pushes both him and his customers in ways that induce his own mental breakdown.
3543,Diner,Comedy|Drama,1982,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind."
3544,Shakes the Clown,Comedy,1991,"Shakes plods about his duties as party clown, and uses all of his free time getting seriously drunk. Binky, another clown, wins the spot on a local kiddie show, which depresses Shakes even more, and his boss threatens him with unemployment if he can't get his act under control."
3545,Cabaret,Musical|War,1972,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force."
3546,What Ever Happened to Baby Jane?,Drama|Thriller,1962,"Two aging film actresses live as virtual recluses in an old Hollywood mansion. Jane Hudson, a successful child star, cares for her crippled sister Blanche, whose career in later years eclipsed that of Jane. Now the two live together, their relationship affected by simmering subconscious thoughts of mutual envy, hate and revenge."
3547,Prick Up Your Ears,Drama,1987,"Stephen Frears directs this biographical drama focusing on controversial British playwright Joe Orton (Gary Oldman), revealed in flashback after his murder by lover Kenneth Halliwell (Alfred Molina).  Born in 1933 in Leicester, in the English Midlands, John 'Joe' Orton moves to  London in 1951, to study at RADA, and enjoys an openly gay relationship with Halliwell in their famous Islington flat in the 1960s. However, when Orton achieves spectacular success with such plays as 'What the Butler Saw' and 'Loot', Halliwell begins to feel alienated and the pair's future looks increasingly uncertain."
3548,Auntie Mame,Comedy|Drama,1958,"Ten-year-old orphan Patrick Dennis has come to live with his nearest relative and in the high times ahead, he's not going to believe his luck. Nor will you, because Patrick's relation is played by one of Hollywood's grandest dames. Reprising her Broadway triumph, Rosalind Russell won her fourth Oscar nomination and third Golden Globe Award as the marvelous madcap who lives life to the hilt.  Auntie Mame brings to bubbly life the mayhem Mame and her cronies create while guiding Patrick's fortunes. ""Life is a banquet,"" Mame says, ""and most poor suckers are starving to death!"" With wit, style and a seasoned cast to dish humor and heart with gusto, Auntie Mame is a full-course meal of entertainment magic."
3549,Guys and Dolls,Musical,1955,"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game."
3550,The Hunger,Horror,1983,"Miriam and John are an elegant couple with a dark secret: they are vampires. Feeding on human blood, Miriam has lived for over 2000 years. She gave her lover the gift of eternal life and together they hunt. But John begins aging rapidly, he seeks the help of Dr. Sarah Roberts. Miriam is immediately drawn to Sarah, desiring her as her next immortal companion..."
3551,Marathon Man,Thriller,1976,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division."
3552,Caddyshack,Comedy,1980,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors."
3553,Gossip,Drama|Thriller,2000,"On a beautiful college campus, something ugly is about to be spread around. A bit of gossip that was told is starting to take a frightening turn. Who could it have offended and how far will the person on the other side of the gossip handle the embarrassing situation."
3554,Love and Basketball,Drama|Romance,2000,No description available
3555,U-571,Action|Thriller,2000,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'."
3556,The Virgin Suicides,Comedy|Drama,1999,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents."
3557,Jennifer 8,Thriller,1992,"John Berlin, a former Los Angeles homicide detective, investigates a multiple murder case in San Diego. The only witness is a blind girl to whom he is immediately attracted."
3558,The Law (Le Legge),Drama,1958,No description available
3559,Limelight,Drama,1952,A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.
3560,Phantom Love (Ai No Borei),Drama,1978,No description available
3561,Stacy's Knights,Drama,1982,"Two young gamblers are on a non-stop roll, but soon the casino wants to even the odds and bring their winning streak to a close."
3562,Committed,Comedy|Drama,2000,"After her husband, Carl (Luke Wilson), suddenly leaves, Joline (Heather Graham) travels from New York to Texas to track him down. Although Joline tries to remain upbeat, she is discouraged when she discovers that Carl already has a new girlfriend, the lovely Carmen (Patricia Velasquez). Familiarizing herself with Carl's new home and friends, Joline gets company in the form of her brother, Jay (Casey Affleck). Will Joline win Carl back, or are there other romantic possibilities on her horizon?"
3563,The Crow: Salvation,Action|Horror,2000,"Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of killing. Alex follows the crow into the police department's evidence room, where he discovers that Lauren was killed by a group of corrupt cops."
3564,The Flintstones in Viva Rock Vegas,Children's|Comedy,2000,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?"
3565,Where the Heart Is,Comedy|Drama,2000,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life."
3566,The Big Kahuna,Comedy|Drama,2000,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales."
3567,Bossa Nova,Comedy,1999,A separated attorney in Rio sees an English teaching American widow and tries to woo her.
3568,Smiling Fish and Goat on Fire,Drama,1999,No description available
3569,The Idiots (Idioterne),Comedy|Drama,1998,No description available
3570,The Last September,Drama,1999,"In the heart of a young woman, lies a secret that divides a nation."
3571,Time Code,Drama,2000,No description available
3572,Carnosaur,Horror|Sci-Fi,1993,"After being driven to extinction, great bloodthirsty dinosaurs come back to life with the assistance of a demented genetic scientist. She plans to replace the human race with a super-race of dinosaurs who will not pollute the planet."
3573,Carnosaur 2,Horror|Sci-Fi,1995,A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1996,"International terrorists get a surprise when their cargo turns out to contain living dinosaurs. The army commando team now have to think fast, if they want to prevent the extinction of the human species, instead of the reptiles."
3575,Defying Gravity,Drama,1997,John Keitel wrote the film based on his personal undergraduate experience and filmed campus footage in the neighborhood and environs surrounding his graduate film school alma mater USC.
3576,The Hidden,Action|Horror|Sci-Fi,1987,"An alien is on the run in America. To get his kicks, it kills anything that gets in its way, and uses the body as a new hiding place. This alien has a goal in life; power. Hotly pursued by another alien (who's borrowed the body of a dead FBI agent), lots of innocent people die in the chase."
3577,Two Moon Juction,Drama,1988,No description available
3578,Gladiator,Action|Drama,2000,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death."
3579,I Dreamed of Africa,Drama,2000,"Inspired by the true story of indomitable Kuki Gallmann, the film tells of a beautiful and inquisitive woman who had the courage to escape from her comfortable yet monotonous life in Italy to start anew in the African wilderness with her son, Emanuele, and her new husband, Paolo. Gallmann faces great danger there but eventually becomes a celebrated conservationist."
3580,Up at the Villa,Drama,2000,"Superficial people are revealed and drastically changed by circumstance or luck in this a tale of death, seduction, blackmail and theft among British and Americans in Florence in the turbulent days just before World War II."
3581,Human Traffic,Drama,1999,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!"
3582,"Jails, Hospitals & Hip-Hop",Drama,2000,"From the mind of Brooklyn actor, performance artist and hip-hop activist Danny Hoch, this film spins out the stories of ten lives shocked by globalization, the prison industry and life in general."
3583,Black Tights (Les Collants Noirs),Drama,1960,No description available
3584,Breathless,Action|Drama|Romance|Thriller,1983,"Jesse has to get out of Las Vegas quickly, and steals a car to drive to L.A. On the way he shoots a police man. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate."
3585,The Great Locomotive Chase,Adventure|War,1956,"During the Civil War, a Union spy, Andrews, is asked to lead a band of Union soldiers into the South so that they could destroy the railway system. However, things don't go as planned when the conductor of the train that they stole is on to them and is doing everything he can to stop them. Based on a true story."
3586,The Idolmaker,Drama,1980,"Based on the life of rock promoter/producer Bob Marucci, who discovered, among others, Frankie Avalon and Fabian."
3587,Inferno,Horror,1980,A young man returns from Rome to his sister's satanic New York apartment house.
3588,The King of Marvin Gardens,Crime|Drama,1972,"Jason Staebler lives on the Boardwalk and fronts for the local mob in Atlantic City. He is a dreamer, who asks his brother David, a radio personality from Philadelphia to help him build a paradise on a Pacific Island, yet another of his get-rich-quick schemes. But luck is against them both and the game ends badly - real life reduced to radio drama."
3589,"Kill, Baby... Kill! (Operazione Paura)",Horror,1966,No description available
3590,The Lords of Flatbush,Comedy,1974,"Directed by Martin Davidson and Stephen Verona, The Lords of Flatbush is a low budget film starring Perry King, Henry Winkler and Sylvester Stallone (who also wrote additional dialog). Set in the late 1950s, the coming-of-age story follows four Brooklyn teenagers known as The Lords of Flatbush. The Lords chase girls, steal cars, play pool and hang out at a local malt shop. The film focuses on Chico (King) attempting to win over Jane (Susan Blakely), a girl who wants little to do with him, and Stanley (Stallone), who impregnates his girlfriend Frannie, who wants him to marry her."
3591,Mr. Mom,Comedy|Drama,1983,"Jack and Caroline are a couple making a decent living When Jack suddenly loses his job. They agree that he should stay at home and look after the house while Caroline works. It's just that he's never done it before, and really doesn't have a clue..."
3592,Time Masters (Les Maîtres du Temps),Animation|Sci-Fi,1982,No description available
3593,Battlefield Earth,Action|Sci-Fi,2000,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind."
3594,Center Stage,Drama,2000,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.
3595,Held Up,Comedy,2000,What should have been a romantic getaway turns into one hilarious debacle after another when Michael's woman dumps him in the desert where he gets carjacked by a teenager and he is taken hostage in a stickup at the local Sip and Zip.
3596,Screwed,Comedy,2000,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped."
3597,Whipped,Comedy,2000,"Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman."
3598,Hamlet,Drama,2000,Modern day adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder in New York City.
3599,Anchors Aweigh,Comedy|Musical,1945,"Two sailors, Joe (Kelly) and Clarence (Sinatra) have four days shore leave in spend their shore leave trying to get a girl for Clarence. Clarence has his eye on a girl with musical aspirations, and before Joe can stop him, promises to get her an audition with José Iturbi. But the trouble really starts when Joe realizes he's falling for his buddy's girl."
3600,Blue Hawaii,Comedy|Musical,1961,"Chad Gates has just gotten out of the Army, and is happy to be back in Hawaii with his surf-board, his beach buddies, and his girlfriend."
3601,The Castaway Cowboy,Comedy|Western,1974,Wayward Texas cowboy (James Garner) washes up on the beaches of Hawaii and is taken home by an fatherless boy. He saves the family's business while romancing the single mom (Vera Miles).
3602,G. I. Blues,Musical,1960,No description available
